B,E,core,sp,sum_lambda,lambda
14,1,T14_0057,8,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0057,9,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0057,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0057,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0057,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0057,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0058,0,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,1,3,0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,2,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,3,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,4,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0
14,1,T14_0058,5,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,6,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,7,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,8,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,9,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,10,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,11,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,12,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0058,13,1,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
14,1,T14_0059,0,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,1,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,2,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,3,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0
14,1,T14_0059,5,2,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0059,6,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,7,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,8,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,9,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,10,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,11,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,12,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0059,13,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0062,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0063,0,1,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
14,1,T14_0064,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0065,0,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0066,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0067,0,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
14,1,T14_0068,0,1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
14,1,T14_0161,0,5,0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0
14,1,T14_0164,0,5,0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0
14,1,T14_0165,0,5,0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0
14,1,T14_0166,0,5,0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0
14,1,T14_0167,0,5,0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0
14,1,T14_0171,0,4,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0
14,1,T14_0173,0,5,0 0 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0
14,1,T14_0174,0,5,0 0 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 0 0
14,1,T14_0175,0,5,0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1
14,1,T14_0187,0,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 2 0 0 0 0
14,1,T14_0188,0,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 0
14,1,T14_0190,0,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 0
14,1,T14_0206,1,8,0 0 0 0 1 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0
14,1,T14_0209,1,8,0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 0 0
14,1,T14_0210,1,7,0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 1 0 0
14,1,T14_0211,1,8,0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1 1
14,1,T14_0215,1,5,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 2 0 0
14,1,T14_0217,1,8,0 0 0 0 1 0 1 1 0 0 0 1 1 0 0 1 1 1 0 0
14,1,T14_0218,1,7,0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 1 0 0
14,1,T14_0219,1,9,0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 1 1 2
14,1,T14_0231,1,8,0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 1 0 1
14,1,T14_0232,1,8,0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 1 1 1 1 0
14,1,T14_0235,1,8,0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1
14,1,T14_0236,1,11,0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1 1 2 1
14,1,T14_0237,1,8,0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 0 0 1 1 1
14,1,T14_0245,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0
14,1,T14_0247,5,10,0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 1 0 0 1 1
14,1,T14_0248,0,6,0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,1,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,2,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,3,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,4,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,5,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,6,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,7,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,8,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,9,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,10,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,11,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,12,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0248,13,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0
14,1,T14_0249,6,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,0,10,0 0 0 0 2 0 0 0 1 1 2 1 1 0 0 1 1 0 0 0
14,1,T14_0250,1,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,2,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,3,8,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 1 0 0
14,1,T14_0250,4,8,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0
14,1,T14_0250,5,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,6,9,0 0 0 0 1 0 0 0 1 1 2 1 1 0 0 1 1 0 0 0
14,1,T14_0250,7,8,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1
14,1,T14_0250,8,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,9,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,10,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,11,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,12,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0250,13,7,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0
14,1,T14_0251,0,10,0 0 0 0 2 0 0 0 1 0 2 1 1 0 0 0 1 1 0 1
14,1,T14_0251,1,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,2,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,3,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 1 1 0 0
14,1,T14_0251,4,8,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 1
14,1,T14_0251,5,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,6,9,0 0 0 0 1 0 0 0 1 0 2 1 1 0 0 0 1 1 0 1
14,1,T14_0251,7,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,8,8,0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,9,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,10,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,11,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,12,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0251,13,7,0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 1
14,1,T14_0252,0,12,0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 0 0 2 2 2
14,1,T14_0252,1,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,2,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,3,9,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 2
14,1,T14_0252,4,9,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 1 1 2
14,1,T14_0252,5,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,6,9,0 0 0 1 0 0 0 0 1 1 2 1 0 0 0 0 0 1 1 1
14,1,T14_0252,7,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,8,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,9,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,10,9,0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 1 1 2
14,1,T14_0252,11,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,12,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0252,13,8,0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2
14,1,T14_0253,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0256,5,7,0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0
14,1,T14_0257,5,7,0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0 1
14,1,T14_0258,5,8,0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 1 2
14,1,T14_0260,6,7,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0
14,1,T14_0261,6,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0262,6,7,0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 1 1
14,1,T14_0263,0,10,0 0 0 0 2 0 0 0 1 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0263,1,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,2,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,3,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0
14,1,T14_0263,4,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,5,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,6,9,0 0 0 0 1 0 0 0 1 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0263,7,8,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 1 1
14,1,T14_0263,8,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,9,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,10,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,11,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,12,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0263,13,7,0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 1
14,1,T14_0264,3,8,0 0 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 1 2 0
14,1,T14_0266,0,10,0 0 0 0 2 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0266,1,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,2,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,3,8,0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
14,1,T14_0266,4,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,5,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,6,9,0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0266,7,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,8,8,0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,9,8,0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,10,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,11,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,12,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0266,13,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0267,0,14,0 0 0 0 2 0 1 1 1 2 2 0 0 0 0 1 1 1 1 1
14,1,T14_0267,1,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,2,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,3,12,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 2 1 1
14,1,T14_0267,4,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,5,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,6,13,0 0 0 0 1 0 1 1 1 2 2 0 0 0 0 1 1 1 1 1
14,1,T14_0267,7,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,8,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,9,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,10,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,11,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,12,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0267,13,11,0 0 0 0 1 0 1 1 1 2 0 0 0 0 0 1 1 1 1 1
14,1,T14_0268,0,11,0 0 0 0 2 0 0 0 1 1 2 0 0 1 1 0 0 1 1 1
14,1,T14_0268,1,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,2,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,3,9,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 2
14,1,T14_0268,4,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,5,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,6,10,0 0 0 0 1 0 0 0 1 1 2 0 0 1 1 0 0 1 1 1
14,1,T14_0268,7,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,8,8,0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1
14,1,T14_0268,9,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,10,9,0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1
14,1,T14_0268,11,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,12,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0268,13,8,0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 1 1 1
14,1,T14_0276,0,4,0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0
14,1,T14_0277,0,3,0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0278,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0289,5,9,0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 1 1 1 1 0
14,1,T14_0290,5,9,0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 1 1 1 1 0
14,1,T14_0291,4,3,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0
14,1,T14_0292,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0293,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0294,6,5,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 1
14,1,T14_0295,8,2,0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
14,1,T14_0296,0,6,0 0 0 0 2 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,1,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,2,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,3,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,4,5,0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 1
14,1,T14_0296,5,5,0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 1
14,1,T14_0296,6,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,7,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,8,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,9,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,10,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,11,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,12,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0296,13,4,0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0
14,1,T14_0297,0,5,0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,1,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,2,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,3,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,4,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
14,1,T14_0297,5,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0
14,1,T14_0297,6,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,7,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,8,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0
14,1,T14_0297,9,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,10,6,0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 2
14,1,T14_0297,11,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,12,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0297,13,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0298,0,6,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,4,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1
14,1,T14_0298,5,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1
14,1,T14_0298,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,8,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1
14,1,T14_0298,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,11,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1
14,1,T14_0298,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0298,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0300,6,8,0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 1 0 1
14,1,T14_0301,6,7,0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0
14,1,T14_0302,4,8,0 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 1 2 1 0
14,1,T14_0304,0,12,0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,1,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,2,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,3,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,4,9,0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1
14,1,T14_0304,5,9,0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 2
14,1,T14_0304,6,9,0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,7,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,8,9,0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 1 1 1 1
14,1,T14_0304,9,9,0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,10,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,11,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,12,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0304,13,8,0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
