B,E,core,sp,sum_lambda,lambda
14,1,T14_0587,10,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,11,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,12,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,13,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0588,0,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,1,12,0 2 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,2,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,3,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,4,11,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 2 2 1
14,1,T14_0588,5,10,0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 1 1 1 1 1
14,1,T14_0588,6,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,7,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,8,10,0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 1 1 1 1 1
14,1,T14_0588,9,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,10,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,11,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,12,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0588,13,10,0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 1 1 1 2 1
14,1,T14_0589,0,11,1 0 0 0 2 0 0 0 0 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,1,13,1 2 0 0 1 0 0 0 2 0 1 1 0 0 1 0 1 1 1 1
14,1,T14_0589,2,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,3,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,4,12,1 0 0 0 0 0 0 0 2 0 1 1 0 1 1 0 2 1 1 1
14,1,T14_0589,5,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,6,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,7,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,8,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,9,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,10,12,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 1 2 1 1 1
14,1,T14_0589,11,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,12,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0589,13,11,1 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0595,5,7,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1
14,1,T14_0596,5,10,0 0 1 0 0 0 0 0 0 0 0 1 2 1 0 1 1 1 1 1
14,1,T14_0597,5,7,0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1
14,1,T14_0603,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0605,0,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0609,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0610,0,6,0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0
14,1,T14_0612,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
14,1,T14_0617,0,3,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
14,1,T14_0619,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0620,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0623,0,6,0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2
14,1,T14_0624,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0627,0,3,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
14,1,T14_0629,0,3,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0
14,1,T14_0630,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1
14,1,T14_0631,0,5,0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,1,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,2,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,3,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0
14,1,T14_0631,6,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,7,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,8,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,9,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,11,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,12,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0631,13,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0
14,1,T14_0632,4,5,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 1
14,1,T14_0633,0,2,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1
14,1,T14_0633,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,8,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,9,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0633,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0633,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,0,2,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,8,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,9,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0634,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0636,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0637,6,4,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1
14,1,T14_0638,8,4,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0
14,1,T14_0639,0,2,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,8,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0639,9,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0639,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0639,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0640,0,8,0 0 0 0 2 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,1,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,2,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,3,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,4,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,5,7,0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 1 0 0 1 1
14,1,T14_0640,6,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,7,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,8,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,9,6,0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 1 1
14,1,T14_0640,10,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,11,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,12,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0640,13,6,0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2
14,1,T14_0641,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1
14,1,T14_0642,0,5,0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,1,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,2,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,3,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,4,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,5,4,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0
14,1,T14_0642,6,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,7,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,8,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,9,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,10,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,11,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,12,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0642,13,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0
14,1,T14_0644,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0645,1,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1
14,1,T14_0646,0,6,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,5,4,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0
14,1,T14_0646,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,10,4,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0
14,1,T14_0646,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0646,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0
14,1,T14_0647,4,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
14,1,T14_0648,0,5,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,1,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,2,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,3,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,6,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,7,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,8,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,9,4,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0
14,1,T14_0648,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,11,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,12,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0648,13,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0
14,1,T14_0650,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0651,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0652,6,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 1
14,1,T14_0653,0,8,0 0 0 0 2 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,1,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,2,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,3,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,4,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,5,7,0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 1 1 1
14,1,T14_0653,6,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,7,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,8,7,0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 1 1 1
14,1,T14_0653,9,7,0 0 0 0 0 0 0 0 0 1 0 2 0 2 0 0 0 0 1 1
14,1,T14_0653,10,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,11,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,12,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0653,13,6,0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 0 0 0 0
14,1,T14_0654,0,2,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,1,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,8,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0654,9,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
14,1,T14_0654,10,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,11,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,12,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0654,13,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0655,9,6,0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 2
14,1,T14_0656,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1
14,1,T14_0657,0,6,0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,5,4,0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0
14,1,T14_0657,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,10,4,0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0
14,1,T14_0657,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0657,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0
14,1,T14_0659,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0660,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0662,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0
14,1,T14_0663,1,6,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0
14,1,T14_0663,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0
14,1,T14_0663,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0663,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0664,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0
14,1,T14_0665,4,2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
14,1,T14_0666,0,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,1,5,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,2,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,3,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,4,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,5,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,6,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,7,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,8,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0
14,1,T14_0666,9,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,10,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,11,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,12,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0666,13,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
14,1,T14_0667,5,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1
14,1,T14_0668,8,6,0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 2
14,1,T14_0669,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,1,2,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,2,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,3,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,6,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0669,7,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
